"product_name","product_brand","units_sold","revenue"
"A Pea in the Pod Collection: BCBG Long Sleeve Deep V-neck High-low Hem Maternity Tunic","BCBGMAXAZRIA","6","720"
"Genuine Wrangler Men's Regular Fit Jean","Wrangler","18","720"
"Prego High Tide Maternity Hipkini","Prego","10","720"
"Anita Maternity Women's Underwire Nursing Bra  #5041","Anita","10","720"
"Cosabella Women's Ever 2 Tone Babydoll","Cosabella","8","720"
"DC Juniors Turnout Jacket","DC","9","720"
"Queen of Heartz Periwinkle Blue Black Drew Women's Mad Men Pinup Vintage Retro Rockabilly Swim Cruise Romper XS SM MD LG XL 2X 3X","Queen","6","720"
"JAG Women's Swimwear Mesh Attack No Worries Tankini Top","JAG","10","720"
"Oakley Men's M Frame Heater Sunglasses","Oakley","6","720"
"Twill Double Layered Spa RobeMade in the USA Martha Stewart's Favorite Pick","Telegraph Hill Luxury Spa Robe","6","720"
"BB Dakota Juniors Keanu Open Front Cardigan Sweater","BB Dakota","6","720"
"True Religion Women's Shannon Mid Rise Corduroy","True Religion","4","720"
"Smartwool Men's Microweight Boxer Brief","SmartWool","15","720"
"London Fog Men's Adams Zip Front Barracuda Jacket","London Fog","6","720"
"Carhartt Men's Sandstone Traditional Jacket","Carhartt","6","720"
"Not Your Daughter's Jeans Women's Boot Leg","Not Your Daughter's Jeans","6","720"
"Natori Women's Zen Floral Pajama","Natori","6","720"
"prAna Men's Axiom 30-Inch Inseam Jean","prAna","9","720"
"Womens Vertices Hoody","Arc'teryx","6","720"
"Columbia Men's Fairisle Rotifer 1/2 Zip Sweater","Columbia","8","720"
"Rock Revival - Womens Donna Boot Leg Denim Jeans in Color: B7","Rock Revival","6","720"
"Midnight by Carole Hochman Women's Hopelessly In Love Chemise","Carole Hochman","9","720"
"Rock Revival - Mens Harvey Straight Leg Jeans in T Denim","Rock Revival","6","720"
"Levi's Men's Wool Melton Fashion Peacoat","Levi's","6","719.9399871826171"
"Icebreaker Women's Oasis V Dusk Top","Icebreaker","6","719.9399871826171"
"Sutton Studio Womens 100% Cashmere Polo Sweater","Sutton Studio","6","719.9399871826171"
"Polo Ralph Lauren Bi-Swing Windbreaker Jacket Black","Polo Ralph Lauren","6","719.9399871826171"
"Rock & Republic Mens NEIL Restraint Blue Jeans","Rock & Republic","6","719.9399871826171"
"Womens Pulse Snowboarding/ski Coat Jacket Parka 3in1 Waterproof Technical Xs-xl Black Apple Blue Coral or White","Pulse","6","719.9399871826171"
"Levi's Men's Faux Shearling Aviator Jacket","Levi's","8","719.9199829101562"
"New 575 Denim Men's Jeans Dark Wash Relaxed Straight Leg M3NY01DRK-GNNVY","575 Denim","8","719.9199829101562"
"Champion Super Letterman Jacket - Men's","Champion","8","719.9199829101562"
"Cubavera Men's Herringbone Suit Jacket","Cubavera","8","719.9199829101562"
"Tommy Hilfiger Mens 2 Button Olive Weave Trim Fit Wool Sport Coat Jacket","Tommy Hilfiger","8","719.9199829101562"
"IZOD Men's Safari Jacket","IZOD","8","719.9199829101562"
"Haggar Men's Solid Two Button Center Vent Sport Coat","Haggar","8","719.9199829101562"
"Burton Men's Blocker Bonded Hoodie","Burton","8","719.9199829101562"
"Women's Luxurious Terry Cotton Full Length Hooded Bathrobe Robe","Alexander Del Rossa","8","719.9199829101562"
"Joseph Abboud Men's Herringbone Flat Front Dress Pant","Joseph Abboud","8","719.9199829101562"
"Juicy Couture Velour Hoodie Sugary Pink","Juicy Couture","8","719.9199829101562"
"Chestnut Hill Microfleece Vest - CACTUS - XS","Chestnut Hill","9","719.9099807739258"
"Miss Sixty Women's Marilyn Dress","Miss Sixty","9","719.9099807739258"
"Gongshow Canuck Hoody [SENIOR]","Gongshow","9","719.9099807739258"
"Sutton Studio Womens Waffle Textured No-Close Jacket Petite","Sutton Studio","9","719.9099807739258"
"Ugly Christmas Sweater - Reindeer Threesome Sweater featuring Rudolph by Skedouche","Skedouche","9","719.9099807739258"
"Elegant Men's Shinny Grey Slim Fit Two Button Suit with Slim Notch Lapel with Black Satin Trim","King Formal Wear","9","719.9099807739258"
"Devon & Jones Men's Three-Season Sport Parka Jacket D735","Devon & Jones","9","719.9099807739258"
"Kenneth Cole Mens Dark Gray Sharkskin Slim Fit Sport Coat Jacket","Kenneth Cole","9","719.9099807739258"
"Alpha Industries M-65 Water-Repellent Field Jacket. Made In The USA. Available in All Sizes and Colors.","Alpha Industries","9","719.9099807739258"
"Levi's Men's Sherpa Trucker Jacket","Levi's","9","719.9099807739258"
"Swim 365 Plus Size Swimsuit slimming swimdress Swim365","Swim 365","9","719.9099807739258"
"Tri-Mountain Men's Big And Tall All-Season Water Resistant Hooded Jacket. 3600","Tri-Mountain","10","719.8999786376953"
"HQ ISSUE Duty Jacket","HQ ISSUE","12","719.8800201416016"
"Calvin Klein Sportswear Men's Merino Color Blocked Crew Neck Sweater","Calvin Klein","12","719.8800201416016"
"Dickies DR200 11-inch Relaxed Fit Multi-Pocket Short","Dickies","12","719.8800201416016"
"Carhartt Sherpa - lined Jean Jacket Authentic Blue","Carhartt","12","719.8800201416016"
"Dockers Men's Big-Tall Iron Free D3 Classic Fit Pleated Pant","Dockers","12","719.8800201416016"
"Pure Cashmere Men and Women Solid Scarf","Cashmere HS","15","719.850025177002"
"Glamorise Women's No Bounce Full Support Sport Bra","Glamorise","16","719.8400268554688"
"Polo Ralph Lauren Women's Cable Knit V-neck Black Sweater","Polo Ralph Lauren","9","719.8200302124023"
"Polo Ralph Lauren Men's Big Pony Full Zip Navy Blue Long Sleeve Jacket","Ralph Lauren","5","719.8000335693359"
"Spiderman Men's Parker Fleece Hoodie","Spiderman","10","719.8000335693359"
"Intimo Men's Satin Striped Silk Robe","Intimo","4","719.7999877929688"
"Sutton Studio Womens Angora Wool Blend Zip-up Cardigan Petite","Sutton Studio","8","719.760009765625"
"Columbia Men's Tall Ballistic Iii Fleece Jacket","Columbia","6","719.6999816894532"
"Le Suit Women's Northern Lake Jacquard Skirt Suit Jade","Le Suit","6","719.6999816894532"
"Sutton Studio Women's Cashmere Solid V-neck Plus","Sutton Studio","6","719.6999816894532"
"Volcom Juniors Slightly Stoned One Piece Swimwear","Volcom","8","719.5999755859374"
"Eddie Bauer Slightly Curvy Mercer Washable Stretch Trousers","Eddie Bauer","8","719.5999755859374"
"Men's Single Breasted One Button Black 3 Pcs Vested Tuxedo Slim Fit","Abini","8","719.5999755859374"
"Men's Single Breasted 2 Button Super 110's Navy 100% Virgin Wool Super Straited Blazer","Cianni","8","719.5999755859374"
"Men's 2 Button Luxury Wool Cashmere Charcoal Sport Coat","Prontomoda","8","719.5999755859374"
"Men's Traditional Merino Wool Blue Aran Irish Sweater","CARRAIG DONN KNITWEAR","8","719.5999755859374"
"Volcom Likealion Hydro Fleece Full-Zip Hoodie - Men's","Volcom","8","719.5999755859374"
"D&G SKIRT BLACK GOLD SI0391TNMHA1 Sz 3840","D&G Dolce & Gabbana","9","719.5499725341796"
"BFF Belly Bandit- Body Formulated Fit","Belly Bandit","9","719.5499725341796"
"Men's Fila Essenza Cotton Warmth V-Neck Sweater Vest","Fila","9","719.5499725341796"
"PUMA Men's BMW Hooded Sweat Jacket","PUMA","6","719.4000091552736"
"Columbia Women's Plus Arcadia Rain Jacket","Columbia","9","719.1000137329102"
"Zimmerli Ultrafine Filo di Scozia Cotton Shorty Pajamas","Zimmerli of Switzerland","3","717"
"A Pea in the Pod: It Jeans Secret Fit Belly(r) 5 Pocket Skinny Leg Maternity Jeans","!it Jeans","6","717"
"FactoryExtreme Whimsical Victorian Women's Black Biker Leather Jacket","FactoryExtreme","3","716.9399871826171"
"Pendleton Men's V-Neck Sweater","Pendleton","8","716.7999877929688"
"Joe's Jeans Women's Skinny Coated","Joe's Jeans","4","716"
"Zeilei 5846 Strapless Peacock Embroidery Evening Prom Pageant Dress","Prom21","4","716"
"Volcom Men's Zone Lined Hoodie","Volcom","8","716"
"Joe's Jeans Men's Dominic 37 Inch Inseam Athlete Relaxed Fit","Joe's Jeans","4","716"
"Calvin Klein Sportswear Men's Luxe Twill Dylan Pant","Calvin Klein","8","716"
"Calvin Klein Jeans Women's Cinch Back Jacket","Calvin Klein Jeans","8","716"
"Lacoste Womens Short Sleeve 5 Button Stretch Pique Polo","Lacoste","8","716"
"Lucky Brand Mens 221 Original Straight Cord","Lucky Brand","8","716"
"True Religion Women's Vintage Denim & Twill Faye Gold Fashion Shorts Blue","True Religion","4","715.9199829101562"
"Hurley Men's Dual Zip Fleece","Hurley","9","715.5"
"Calvin Klein Jeans Men's Comet Rocker","Calvin Klein Jeans","9","715.5"
"Calvin Klein Jeans Men's Pinstripe Woven","Calvin Klein Jeans","9","715.5"
"Calvin Klein Jeans Men's Rocker Jean","Calvin Klein Jeans","9","715.5"
"Ralph Lauren The Classics Mens Button-down Dress Shirt in Solid Light Blue Multi-colored Pony (CLASSIC FIT)","Ralph Lauren","9","715.5"
"Calvin Klein Women's MSY Stripe V-Neck Pullover","Calvin Klein","9","715.5"
"Quiksilver Waterman Men's Nootka Island Sweater","Quiksilver","9","715.5"
"Roxy Pine Camp Jacket","Roxy","9","715.5"
"Hurley Men's Only One Fleece Jacket","Hurley","9","715.0499725341796"
"McGinn Women's Jen Tweed Jacket","McGinn","4","715.0399780273438"
"Volcom Men's Grant Ultra Slim Hoodie","Volcom","13","715"
"Quiksilver Waterman  Men's Porto Verde Walkshort","Quiksilver","11","715"
"Cole Haan Men's Double Prong Belt","Cole Haan","11","715"
"Haggar Mens Cool 18 Gabardine Pleat Front Pant","Haggar","11","715"
"Mountain Hardwear Women's Tunara Cord Skirt","Mountain Hardwear","11","715"
"Calvin Klein Sportswear Men's Four Pocket Sateen Bowery Pant","Calvin Klein","13","715"
"Nike Golf Men's Double Stripe Polo","Nike","11","715"
"Quiksilver Men's Combat Drop Board Short","Quiksilver","13","715"
"Dockers Big & Tall Classic-Fit 5-Pocket Twill Pants","Dockers","11","715"
"Woolrich Men's Elite Concealed Carry Tactical Chinos Pant","Woolrich","11","715"
"Magicsuit Brianna Women's Swimsuit 97916","Magicsuit","5","715"
"Biography Wear Men's Fitted Pea Coat Outerwear","Biography Wear","11","715"
"DC Men's Straight Corduroy Pant","DC","11","715"
"Anita Maternity Women's Microfiber Nursing Bra  #5068","Anita","13","715"
"Dockers Big & Tall Flat-Front Twill Pants","Dockers","11","715"
"Quiksilver Men's Washboard Amphibian Short","Quiksilver","11","715"
"Rory Beca Women's Sofia Lace Blazer","Rory Beca","5","715"
"Hurley Men's Horizon Phantom Boardshort","Hurley","11","715"
"Bella Materna Women's Padded Nursing Bra #1221","Bella Materna","11","715"
"Jones New York Women's Mock Jacket Dress","Jones New York","8","714.9600219726562"
"Polo Ralph Lauren Faded Red Distressed Pant","Ralph Lauren","11","714.8899765014648"
"Kenneth Cole Reaction Men's Black Solid Suit Separate Pant","Kenneth Cole REACTION","11","714.8899765014648"
"Savane Big and Tall Plain Front Flex Waist Dress Pant - Navy","Savane","13","714.8700218200684"
"Hurley Women's St. Lucias Fleece Pullover","Hurley","11","714.4499664306641"
"Loafer Short - Men's 10 Inch by Mountain Hardwear","Mountain Hardwear","11","714.4499664306641"
"Jones New York Women's Military Jacket","Jones New York","6","714.2400054931641"
"prAna Women's Diva Vest","prAna","6","714"
"DC Men's DC Loose Denim Pant","DC","12","714"
"Moving Comfort Women's Cara Bra","Moving Comfort","17","714"
"Fred Perry Men's Overdyed Hooded Zip Through Sweatshirt","Fred Perry","6","714"
"Joie Women's Edaline B Printed Blouse","Joie","3","714"
"Buffalo by David Bitton Men's Driven Straight Leg Aged And Torn Jean","Buffalo by David Bitton","6","714"
"Ulla Popken Plus Size Mosaic Burnout Silk Velvet Tunic","Ulla Popken","6","714"
"Level 99 Women's Janice Ultra Jegging","Level 99","6","714"
"United Face Mens Classic Genuine Leather Dress Pants","United Face","6","714"
"Jones New York Women's Petite Slim Tuxedo Pant","Jones New York","6","714"
"Hurley Juniors 81 Skinny Legging","Hurley","12","713.8000030517578"
"Duofold Men's Big-Tall Heavy Weight Plus Crew Thermal Top","Duofold","21","713.5799903869629"
"Kenneth Cole Women's Sm Melton Walker","Kenneth Cole","6","712.5"
"Geoffrey Beene Mens Navy Stripe Suit Separate Pant","Geoffrey Beene","14","712.3200149536133"
"Woolrich Women's Sweetfern Cardigan","Woolrich","9","712.259994506836"
"Anne Klein Women's Jersey Swing Dress","Anne Klein","9","712.259994506836"
"Calvin Klein Sportswear Men's Washable Birdseye Classic Jacket","Calvin Klein","4","712"
"D.E.P.T. Women's Metallic Lace Top","D.E.P.T.","8","712"
"AG Adriano Goldschmied Men's Matchbox Slim Fit Straight Jean","AG Adriano Goldschmied","4","712"
"Jones New York Women's Petite Long Sleeve Slit Neck Sweater with Hotfix","Jones New York","8","712"
"Jones New York Women's Pleated Skirt","Jones New York","8","712"
"Gottex Linea One Piece Halter","Gottex","4","712"
"Merino Wool V-neck Sweater","Orvis","8","712"
"Original Penguin Men's Zip Stripe Hoodie","Original Penguin","8","712"
"Ulla Popken Plus Size Batik Shacket","Ulla Popken","8","712"
"LRG Wander In Zip Hoody","LRG","8","712"
"Quiksilver Waterman Men's Marbella Fleece Hoody Sweater","Quiksilver","8","712"
"Ed Hardy Womens Skull Roses Puffer Jacket -Gold","Ed Hardy","8","712"
"maxandcleo Women's Whitney Striped Dress","maxandcleo","4","712"
"Champion S257 Double Dry Performance Fleece Hoody - Black","Champion","8","711.9199829101562"
"Zimmerli/Gran Sasso ExtraFine Merino Wool Sleeveless V-Neck Sweater","Zimmerli of Switzerland","4","711.7999877929688"
"Olga Women's Luxury Lift Minimizer Bra","Olga","16","711.52001953125"
"Liverpool Jeans Company Women's Penny Lane Abby Skinny","Liverpool Jeans Company","9","711"
"Dominique All Lace Longline Bustier Bra (8900)","Dominique","9","711"
"WeSC Men's Toby Sweatshirt","WESC","9","711"
"bebe Crew Neck Cable Sweater","bebe","9","711"
"GUESS Celeste Skirt","GUESS","9","711"
"KUT from the Kloth Women's Kate Boot Cut Jean","KUT from the Kloth","9","711"
"14-pocket Expedition Poplin Shorts","Orvis","9","711"
"Project Runway Denim/Leather Jacket","HKNB Heidi Klum for New Balance","9","711"
"William Rast Women's Ryley Flare Jean","William Rast","6","711"
"Lrg Bushman Zip Hoodie","LRG","9","711"
"Vintage Denim Panel Skirt / Regular","Orvis","9","711"
"Kelly Nishimoto Yellow Plaid Skirt","Kelly Nishimoto","9","711"
"Majestic International Men's Napa Terry Velour Shawl Robe","Majestic International","9","710.6399917602539"
"Chestnut Hill CH100 Mens Performance Plus Pique Polo","Chestnut Hill","11","710.3800201416016"
"Stohlquist Men's 1mm Coreheater Longsleeved Shirt","Stohlquist","9","710.1000137329102"
"Only Hearts Women's Double Knit Mid Thigh Pencil Skirt","Only Hearts","10","710"
"Michael Kors Men's Tipped Merino V-Neck","Michael Kors","9","708.75"
"Seafolly Women's Goddess Boyleg Maillot","Seafolly","5","708.0000305175781"
"Union Jeans Men's Kentucky Straight Colored Denim","Union Jeans","6","708"
"Valentina Illusion Dress","Kiyonna","6","708"
"Andrew Christian Men's Warm Up Pants","Andrew Christian","12","708"
"Mavi Men's Josh Lowrise Bootcut Jean","Mavi","6","708"
"Big & Tall Classic Tag-Free V-Neck T-Shirt - 6 Pack Value!","Jockey","12","708"
"Rufskin Thiago - Low Rise Cigarette Cut Red Denim Jeans","Rufskin","6","708"
"Ripe Maternity Women's Odessa Empire Dress","Ripe Maternity","6","708"
"Armani Exchange True Authentic Jean","A:X Armani Exchange","6","708"
"Mavi Men's Zach Low Rise Jean","Mavi","6","708"
"Ed Garments Men's V-Neck Two Pocket Cardigan. 350","Ed Garments","12","707.8800201416016"
"Medela Seamless Underwire Nursing Bra #36-98","Medela","17","706.9299964904785"
"7 For All Mankind Men's Short Inseam Brett No Break Modern Bootcut Jean","7 For All Mankind","7","706.9299850463866"
"7 For All Mankind Women's Classic Bootcut Jean in Clean White","7 For All Mankind","7","706.9299850463866"
"DL1961 Women's Angel Ankle Skinny Jean","DL1961","7","706.9299850463866"
"LAmade Women's 100% Cashmere Gretchen Cowl Sweater","LAmade","6","705"
"True Religion Women's Tony Pony Express Slim Jean","True Religion","3","705"
"Dickies Mens Relaxed Straight Fit Pant","Dickies","22","704.0200061798096"
"Alternative Women's Florence Wrap","Alternative","8","704"
"Bcbgeneration Women's Cozy Pullover","BCBGeneration","8","704"
"Armani Exchange Logo Shawl Sweater","A:X Armani Exchange","8","704"
"allen allen Women's Pullover Hoodie","Allen Allen","8","704"
"Blank Nyc Women's Mid Rise Velvet Trouser","[BLANKNYC]","8","704"
"BCBGeneration Women's One Sleeve Cut Out Dress","BCBGeneration","8","704"
"True Religion Women's Stella Skinny Fit Jean","True Religion","4","704"
"Champion Women's Sweetheart Compression","Champion","22","704"
"Rails Siena Blazer","Rails","4","704"
"Columbia Women's Bugaboo Interchange Glove","Columbia","11","704"
"Munki Munki Women's Classic Flannel Pajama Set With Contrast Trim","Munki Munki","8","704"
"Minnie Rose Women's Kangaroo Pocket Pullover","Minnie Rose","2","704"
"Karen Kane Women's Side Drap Skirt","Karen Kane","8","704"
"Switchblade Stiletto WAIST PENCIL SKIRT- In Choice of Colors and Patterns","Switchblade Stiletto","11","704"
"Afazzy Travel Blazer in Olive","Affazy","8","704"
"WeSC Men's Tron Sweater","WESC","8","703.5999755859374"
"Paul Frank Mall Punk Julius Mp3 Player Hoodie","Paul Frank","11","703.4500083923339"
"Quiksilver Men's Ante Up Hoodie Sweatshirt Full Zip 110201-Gray","Quiksilver","16","703.3599853515625"
"Haggar Men's Tonal Stria Pleat Front Cuff Dress Pant","Haggar","19","702.8100318908691"
"Oneill Men's Triumph Short","O'Neill","15","702.5"
"Momo Maternity Women's 'Jasmine' Modal Bat Wing Top","Momo Maternity","9","702"
"Lucky Brand Mumbai Magic Halter Tankini Top","Lucky Brand","9","702"
"Members Only Men's Iconic Racer Jacket","Members Only","9","702"
"2(x)ist Men's Cabo Core Trunk","2(x)ist","9","702"
"Trukfit Puffer Cire Vest","TRUKFIT","9","702"
"Columbia Women's Benton Springs Rib Mix Full Zip","Columbia","9","702"
"Members Only Men's Iconic Classic Racer","Members Only","9","702"
"Joseph Abboud Men's Chino Short","Joseph Abboud","9","702"
"Lucky Brand My Tribe Molded Underwire Bra Top","Lucky Brand","9","702"
"Neon Buddha Women's Plus-Size Halton Ruffle Swing Jacket","Neon Buddha","6","702"
"Bella Materna Women's Maternity T-Shirt Nursing Bra","Bella Materna","9","702"
"Not Your Daughter's Jeans Women's Sheri Skinny Leg Jean","Not Your Daughter's Jeans","6","701.9399871826171"
"Not Your Daughter's Jeans Women's Plus-Size Barbara Boot Leg Jean","Not Your Daughter's Jeans","6","701.9399871826171"
"Icebreaker Men's BF 200 Legless","Icebreaker","9","701.9099807739258"
"Carhartt Men's Canvas Khaki Pant","Carhartt","13","701.8700218200684"
"Quiksilver Men's Daine Reynolds Diamond Dolby Cypher No Frills Boardshorts","Quiksilver","13","701.6100158691406"
"Thorlo Men's Lt Walking Mini Crew Sock","Thorlo","18","701.10001373291"
